r	g	b
112	128	127
119	135	132
114	130	127
117	127	128
118	128	129
120	130	131
120	130	131
118	128	129
117	127	128
118	128	129
118	128	129
119	127	129
121	129	131
117	125	127
110	118	120
109	117	119
114	122	124
116	124	126
112	120	122
112	124	124
105	117	117
106	118	118
107	119	119
105	117	117
109	121	121
113	125	125
111	123	123
111	123	123
115	127	127
116	128	128
118	130	130
114	126	126
110	122	122
115	127	127
117	129	129
110	120	122
113	123	125
117	127	129
118	128	130
117	127	129
115	125	127
117	127	129
120	130	132
126	136	137
125	135	136
124	134	135
120	130	131
109	119	120
92	100	102
76	84	86
66	74	76
47	52	55
33	38	41
17	22	25
5	10	13
0	4	7
0	2	5
0	2	5
0	1	4
0	3	6
0	1	4
0	1	2
0	1	2
0	1	2
0	1	2
0	1	2
0	3	4
3	3	1
3	3	1
4	4	2
1	1	1
0	0	2
1	2	4
3	8	2
0	6	0
2	10	0
0	4	0
2	4	3
1	0	4
9	0	1
15	4	0
56	43	1
89	77	17
103	69	0
111	74	3
122	83	8
131	85	10
133	83	10
139	87	14
142	88	18
138	85	15
132	82	9
131	83	7
132	87	6
133	88	3
134	89	4
136	89	7
137	88	9
138	86	10
137	88	11
141	92	13
140	89	10
142	93	14
139	92	14
126	85	6
127	91	15
130	98	25
117	87	14
104	74	1
119	85	11
129	91	16
126	84	8
130	84	7
129	81	5
129	79	6
128	82	5
130	84	6
132	86	8
131	85	7
130	84	6
131	85	7
131	85	8
132	84	8
131	83	7
131	83	7
131	83	9
131	83	9
132	84	12
132	84	12
130	82	10
128	80	8
102	64	2
73	38	0
62	29	0
67	35	0
93	61	12
123	88	24
141	99	25
137	87	14
138	83	18
114	59	3
84	32	0
82	36	0
121	78	27
103	59	10
87	43	0
121	74	32
140	91	25
141	91	28
135	86	27
126	77	21
109	59	6
88	38	0
95	46	0
123	75	13
138	90	24
140	93	21
128	84	9
125	83	7
128	89	14
117	79	8
106	69	1
108	73	9
119	80	5
120	78	4
120	78	4
120	76	3
122	75	5
123	74	5
123	74	5
123	73	4
1	89	2
7	96	6
18	107	15
6	95	1
7	94	0
18	105	11
18	103	10
6	91	0
9	96	2
15	106	10
12	106	9
7	103	5
9	105	7
12	108	11
13	107	13
10	103	12
0	113	6
0	112	6
5	112	6
8	109	5
17	107	7
24	106	8
24	95	3
29	88	4
44	94	21
70	110	48
91	120	74
103	127	95
116	130	113
114	125	121
111	118	124
120	124	135
120	121	125
115	119	122
126	130	133
123	128	131
118	128	129
111	122	124
120	134	135
118	134	134
116	132	132
113	128	131
118	133	136
113	127	130
117	128	132
124	135	139
118	127	132
119	128	133
116	128	128
117	129	129
119	131	131
118	130	130
115	127	127
116	128	128
117	129	129
117	127	128
115	125	124
112	122	121
114	124	123
119	128	127
118	127	126
110	119	118
108	117	116
110	119	118
109	119	120
109	119	120
111	121	122
109	119	120
113	123	124
115	125	126
110	120	121
114	124	125
116	126	127
115	125	126
115	125	126
120	130	131
121	131	132
120	130	131
123	133	134
121	131	132
128	138	140
120	130	132
114	124	126
109	117	120
96	104	107
80	88	91
62	70	73
48	56	59
26	34	36
14	22	24
0	7	9
0	2	4
0	1	4
0	1	4
0	2	2
0	2	2
2	6	9
0	1	4
0	1	4
0	2	5
0	2	5
0	3	6
0	4	7
0	1	4
0	1	2
0	2	3
1	2	4
2	3	5
2	3	5
2	3	5
2	3	5
3	4	6
1	1	1
0	0	0
4	2	3
7	5	8
3	2	7
2	1	7
2	3	5
0	3	0
0	5	0
2	7	0
0	5	1
0	0	2
8	4	5
6	0	0
18	10	0
59	50	19
100	69	12
104	72	11
116	79	11
124	82	10
128	80	6
135	83	8
140	86	14
137	85	12
136	86	13
134	88	11
134	92	10
137	95	11
139	94	9
143	95	13
145	93	17
144	90	16
143	92	11
142	94	12
142	93	14
141	94	16
136	90	13
126	83	5
126	84	8
132	93	18
129	93	19
110	78	5
108	78	6
119	86	15
122	85	14
124	82	8
128	80	4
131	80	1
129	83	6
130	84	7
130	84	7
130	84	7
130	84	6
131	85	7
132	86	8
131	85	7
131	83	7
131	83	7
130	82	6
131	83	9
133	83	10
134	84	11
133	83	10
132	82	11
117	77	7
106	68	6
106	70	18
111	80	26
116	85	21
118	85	8
134	96	11
134	87	7
143	90	20
130	76	14
110	59	0
122	75	7
143	101	29
127	83	18
99	53	1
87	40	0
111	58	18
112	59	17
102	49	7
91	40	0
98	48	0
115	66	7
133	84	17
146	98	22
145	99	14
137	91	5
131	87	0
125	83	0
130	89	10
127	89	18
115	77	14
110	74	14
109	76	0
113	77	1
115	79	3
115	77	2
116	76	4
119	77	5
119	75	4
119	72	2
11	96	3
7	92	1
13	96	6
14	97	9
14	97	9
17	100	12
11	95	7
11	97	6
8	99	4
6	102	2
6	104	1
0	100	0
6	104	1
10	108	5
6	102	2
12	106	9
6	106	16
8	104	15
12	102	15
20	99	16
30	97	20
45	96	29
68	107	52
94	121	78
111	127	100
116	127	110
115	122	115
112	118	118
113	118	122
109	116	122
107	116	121
112	123	127
116	122	122
118	124	124
116	125	124
119	128	125
116	125	122
123	134	130
120	131	127
115	126	120
119	130	126
122	133	129
118	129	125
117	127	126
119	129	128
123	131	133
123	131	133
115	123	125
116	132	132
115	131	131
114	130	130
112	128	128
112	128	128
114	130	130
115	129	130
111	125	126
112	126	127
111	125	126
112	123	125
110	122	122
108	120	120
107	119	119
107	119	119
108	120	120
111	119	121
107	115	117
114	122	124
112	120	122
114	122	124
122	130	132
122	130	132
128	136	138
118	126	128
112	120	122
101	109	111
93	101	103
78	86	88
56	64	66
39	47	49
25	33	35
9	17	20
0	8	11
0	4	8
0	2	6
0	1	5
0	1	4
0	3	6
0	1	4
0	3	6
0	1	4
0	1	2
0	3	4
0	4	5
0	2	3
0	1	2
0	2	3
0	2	5
0	1	4
0	3	6
1	5	6
0	2	3
0	2	3
2	3	5
0	1	3
0	1	3
1	2	4
1	2	4
0	1	0
0	2	1
1	3	2
2	2	2
0	0	0
3	1	6
3	1	4
1	0	2
1	0	4
4	1	8
0	0	7
0	0	7
3	4	9
0	1	2
0	4	3
0	1	0
3	5	4
0	0	0
7	3	2
6	1	0
12	5	0
82	57	16
95	67	19
106	71	13
115	75	6
129	83	8
132	83	6
133	81	5
137	85	10
129	81	7
130	84	7
133	90	11
134	92	8
134	89	6
136	87	8
141	87	13
142	85	14
142	92	7
135	87	5
140	94	16
136	90	13
130	84	9
136	88	14
135	87	11
132	86	9
132	90	16
124	87	16
105	74	7
107	78	12
117	87	17
119	81	8
126	80	3
132	84	2
133	84	8
131	83	7
130	82	6
129	81	5
131	83	7
134	86	10
134	87	9
132	85	7
133	86	8
131	83	7
128	80	4
129	81	5
133	84	8
134	84	11
132	82	9
131	81	8
132	89	11
126	84	12
128	89	20
132	98	27
122	90	15
109	77	0
127	91	7
132	91	12
139	92	22
140	90	21
140	91	15
143	95	11
139	93	7
142	97	16
129	84	17
102	55	1
98	46	0
97	45	0
104	52	2
121	70	13
137	87	26
144	95	28
145	95	22
143	94	15
140	92	8
135	87	3
135	88	6
133	87	9
124	82	8
122	81	15
118	78	17
105	66	7
101	71	0
106	76	3
112	80	7
112	78	6
113	76	6
116	76	7
117	74	6
115	70	3
7	88	0
13	93	4
12	92	5
12	92	7
16	98	14
13	97	12
6	96	8
9	104	10
9	106	9
5	106	4
5	103	0
10	107	4
9	101	2
17	104	9
18	102	8
20	101	9
34	90	29
41	95	37
52	99	47
72	111	66
96	128	91
108	131	105
114	128	115
111	120	117
117	120	125
111	113	125
113	117	128
110	117	125
108	120	120
107	122	115
103	123	111
108	129	112
113	125	123
115	127	125
113	125	123
113	125	121
118	130	126
120	131	127
119	130	126
120	131	127
122	133	129
119	130	124
116	127	121
116	127	121
117	128	122
119	130	124
119	130	124
118	129	123
111	130	134
111	130	134
111	130	134
109	128	132
108	126	130
111	129	133
112	130	134
109	127	129
109	124	127
118	133	136
117	132	135
110	124	127
113	127	130
124	138	141
123	137	140
113	127	130
113	118	121
102	107	110
85	90	93
70	75	78
56	61	64
41	46	49
25	30	33
13	18	21
0	2	5
0	2	5
0	2	5
0	2	5
0	2	5
0	2	5
0	2	5
0	2	5
0	3	6
0	3	6
0	3	6
0	3	6
0	2	5
0	2	5
0	3	4
1	5	6
0	3	4
1	2	4
1	2	4
1	3	2
1	3	2
1	3	2
1	3	2
1	3	2
1	2	4
1	2	4
1	2	4
1	2	4
1	2	4
1	3	2
1	3	2
1	3	2
1	3	2
1	3	2
2	2	2
2	2	2
2	2	2
2	2	0
2	2	0
2	2	0
2	0	3
2	0	3
2	0	3
2	0	3
3	1	4
3	1	4
2	1	6
1	2	6
1	2	7
0	3	6
0	3	2
1	3	0
1	3	0
2	2	2
3	1	6
3	0	9
38	16	0
89	65	31
95	64	17
108	72	10
126	84	12
133	86	8
129	80	3
131	82	5
125	77	1
128	85	7
131	88	10
130	87	8
132	87	6
135	86	9
139	85	11
142	85	14
137	91	6
136	91	8
135	89	11
135	89	14
138	90	16
140	90	17
138	86	11
133	81	6
131	84	12
126	86	17
110	77	10
98	69	3
105	74	7
117	83	11
122	83	6
126	81	0
131	81	8
130	80	7
131	81	8
134	85	9
132	84	8
129	81	5
130	82	6
135	88	10
132	85	7
128	81	3
126	78	2
131	83	7
135	87	11
134	86	10
134	85	9
134	85	9
135	88	6
137	92	9
132	90	6
128	90	7
129	92	11
119	86	5
116	82	8
127	90	20
137	97	28
135	88	16
138	89	10
145	94	5
146	95	3
148	98	11
147	100	20
143	97	22
141	92	15
143	94	17
146	97	20
148	99	22
149	100	24
147	98	22
145	93	18
141	89	16
139	86	16
139	86	18
138	87	21
136	87	21
128	83	18
122	78	17
117	77	15
116	76	15
98	69	1
101	70	3
106	75	8
112	77	11
114	76	13
112	72	10
110	69	7
113	69	8
11	97	8
11	97	10
12	96	11
10	95	12
7	95	9
9	99	11
8	103	9
4	102	3
6	104	3
12	107	7
13	100	5
21	96	11
26	90	14
35	90	23
46	94	34
67	110	54
86	103	69
110	126	97
118	132	109
118	131	114
112	122	114
117	122	125
115	119	128
109	113	124
111	117	129
107	114	124
108	117	122
108	120	120
104	121	115
102	122	111
100	123	107
101	124	106
109	123	123
113	127	127
113	127	128
111	127	127
113	128	131
112	127	132
111	126	131
112	127	132
118	133	138
115	130	135
112	127	130
113	127	130
115	129	130
119	130	132
119	131	131
119	131	131
114	132	136
115	133	137
118	136	140
121	139	143
122	140	144
123	138	143
116	131	136
107	122	127
95	108	114
76	89	95
61	74	80
53	66	72
37	48	54
9	20	26
0	5	11
0	6	12
0	1	2
0	1	2
0	1	2
0	1	2
0	2	3
0	2	3
0	2	3
0	1	2
0	3	4
0	3	4
0	3	4
0	3	4
0	3	4
0	3	4
0	2	3
0	2	3
0	1	3
0	1	3
0	1	3
1	2	4
1	2	4
1	2	4
1	2	4
2	4	3
1	3	2
2	2	2
2	2	2
2	2	2
2	2	2
2	2	0
2	2	0
2	2	0
1	3	2
1	3	2
1	3	2
1	3	2
1	3	2
1	3	2
1	3	2
1	3	0
2	2	0
2	2	0
2	2	0
2	2	0
2	2	0
2	2	0
2	2	0
2	2	0
3	2	0
3	2	0
3	2	0
3	2	0
3	2	0
2	2	0
1	2	0
1	2	0
1	3	2
1	2	4
1	3	2
1	4	0
1	4	0
1	3	0
1	2	4
2	1	9
19	1	0
43	22	1
95	71	35
91	60	6
109	72	4
119	77	1
126	80	2
129	83	5
129	83	6
129	85	10
131	87	12
132	89	11
133	87	10
132	83	7
136	84	11
143	89	17
129	88	6
130	89	7
132	89	10
136	88	12
138	89	13
140	86	12
137	83	11
133	80	10
126	77	8
124	81	13
119	82	14
108	75	8
102	69	0
109	77	4
122	86	10
121	85	7
133	80	10
135	83	10
134	84	11
133	83	10
132	82	9
133	84	8
132	84	8
132	84	8
131	84	6
129	82	4
129	82	4
132	85	7
133	85	9
132	84	8
131	83	7
132	84	8
136	85	2
137	89	4
136	89	1
133	89	2
133	92	12
125	89	15
115	82	15
113	79	16
121	86	20
135	93	21
140	91	12
144	90	4
147	93	3
143	92	1
142	92	5
147	101	13
145	99	5
146	99	7
147	100	8
146	99	9
144	96	11
144	93	12
142	90	15
141	87	17
143	88	24
141	85	26
138	83	26
133	81	23
126	77	18
120	74	12
116	75	9
114	75	8
106	75	11
97	66	2
102	68	5
111	75	13
111	72	13
111	69	11
114	69	12
111	66	9
0	93	6
0	93	7
4	93	11
9	96	15
12	100	14
7	96	6
6	96	0
13	100	3
20	101	6
19	91	5
27	85	11
51	94	38
74	105	64
100	119	91
111	122	105
117	125	112
115	130	111
112	125	108
112	124	114
112	123	119
118	126	128
106	113	119
111	116	122
109	116	122
106	114	117
108	116	118
109	119	118
111	123	121
108	120	120
104	118	121
108	123	128
110	125	132
110	117	125
112	121	128
111	121	130
110	123	131
114	128	137
113	130	140
111	129	141
111	130	144
112	131	146
116	133	149
121	138	154
125	141	157
125	138	154
118	130	146
108	117	134
100	107	125
78	89	93
65	76	80
47	56	61
29	38	43
16	25	30
8	17	22
0	9	14
0	1	7
0	1	7
0	2	8
0	2	8
0	2	8
0	3	7
0	4	8
0	4	8
0	3	7
0	1	3
2	3	5
3	4	6
2	3	5
0	1	3
0	0	2
0	1	3
1	2	4
1	2	4
1	2	4
1	2	4
1	2	4
1	2	4
1	2	4
1	2	4
1	2	4
1	1	1
0	0	0
0	0	0
2	2	2
2	2	2
2	2	2
1	1	1
1	1	1
1	1	1
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
0	2	0
1	1	0
2	2	0
2	2	0
2	2	0
2	2	0
2	2	0
2	2	0
2	2	0
1	2	0
3	3	0
3	2	0
3	2	0
2	3	0
2	3	0
1	4	0
1	4	0
1	3	0
0	2	0
0	2	1
0	2	1
0	2	0
0	3	0
0	3	0
0	2	0
0	2	1
9	0	0
15	1	0
56	36	11
94	70	26
90	60	0
114	77	7
124	85	8
124	81	3
127	83	8
129	85	10
131	87	12
134	88	13
134	86	12
132	82	9
135	83	10
140	88	15
123	88	7
127	88	9
134	88	10
136	87	10
139	86	10
137	83	9
134	81	11
130	79	13
124	76	10
123	78	11
125	85	15
122	84	13
111	74	3
107	75	2
114	84	12
119	91	18
130	80	9
132	82	11
132	82	11
131	81	10
130	80	7
131	81	8
130	82	6
128	80	4
129	81	5
130	82	6
132	85	7
132	85	7
129	83	5
129	83	5
130	84	6
131	85	8
137	86	3
140	88	5
138	85	5
132	83	4
131	85	10
127	89	18
119	86	19
111	80	15
116	83	16
129	90	21
136	88	14
140	87	9
149	93	10
147	93	7
142	90	4
144	97	9
148	97	14
148	97	14
145	97	13
141	93	8
139	91	6
140	89	6
140	89	10
141	87	13
141	87	17
138	83	16
135	81	17
129	78	13
123	74	8
118	73	5
116	74	2
112	72	0
112	76	14
100	64	2
102	64	2
108	68	7
108	66	8
113	68	11
115	70	13
111	64	8
5	100	8
6	96	8
13	96	14
18	92	17
18	85	14
26	89	18
31	91	19
28	84	13
45	94	29
82	121	66
100	126	87
109	124	101
115	123	112
115	119	118
111	115	118
124	127	134
103	129	120
112	135	129
104	124	122
106	125	123
104	120	120
118	129	131
114	124	126
107	115	117
112	120	122
112	117	121
105	113	116
110	117	125
111	119	130
111	118	134
116	124	143
115	123	144
128	128	140
129	131	143
130	132	144
128	134	146
123	131	142
107	117	127
84	96	108
69	81	93
56	70	83
44	58	71
27	39	53
10	22	38
0	9	26
0	3	21
0	1	19
0	1	20
0	1	3
1	2	4
1	2	4
1	2	4
1	2	4
2	3	5
3	3	5
2	2	4
4	4	6
7	7	9
8	6	9
3	1	4
2	0	3
4	2	5
3	1	4
1	0	2
2	2	2
2	2	2
2	2	2
2	2	2
1	1	1
1	1	1
1	1	1
1	1	1
2	2	2
2	2	2
2	2	2
2	2	2
1	3	2
1	3	2
1	3	2
1	3	2
2	2	2
1	1	1
1	1	1
2	2	2
2	2	2
1	1	1
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	3	0
1	3	0
1	3	0
1	3	0
0	2	0
0	2	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	3	0
1	2	0
2	2	2
2	2	2
2	3	0
2	4	0
2	5	0
2	4	0
1	2	0
1	1	3
1	0	6
0	1	5
0	2	0
0	2	0
0	3	0
0	2	0
9	3	7
9	0	0
18	5	0
71	52	20
95	71	23
100	70	10
115	80	12
120	80	8
123	81	7
129	85	10
133	86	14
131	84	12
133	85	13
134	86	12
134	84	11
131	81	8
126	90	14
128	89	12
133	87	9
137	86	7
136	83	7
134	80	8
129	79	10
126	78	12
122	77	10
121	76	8
121	77	4
125	81	6
121	82	7
108	74	2
103	74	6
111	86	19
134	85	16
132	83	14
131	82	13
133	85	13
133	85	13
130	82	8
131	81	8
133	84	8
129	80	4
131	83	7
133	85	9
131	84	6
128	82	4
129	83	5
131	85	7
133	87	9
137	86	7
140	86	12
139	85	15
134	81	13
128	79	10
126	86	14
125	91	17
119	89	16
115	85	15
117	80	12
129	84	17
140	90	19
144	91	15
147	92	12
146	93	13
141	90	11
144	91	23
144	91	21
142	90	17
137	88	11
136	87	8
136	88	6
137	89	7
139	88	7
133	82	3
132	80	5
131	79	6
128	78	7
124	76	4
119	75	2
115	73	0
112	70	0
109	69	7
110	70	8
105	65	3
101	60	0
106	65	3
113	68	9
115	69	10
114	68	9
15	90	0
19	87	4
19	76	7
35	80	25
62	98	54
75	102	67
84	107	78
105	125	98
110	125	106
115	125	114
113	118	114
111	115	118
105	113	116
109	123	124
103	123	122
97	122	118
102	126	130
102	123	126
104	125	128
104	123	127
113	131	133
109	124	129
117	130	138
116	126	136
119	127	140
120	127	143
115	121	137
110	116	132
94	100	114
74	80	92
64	73	80
54	63	70
44	42	55
32	30	41
15	13	24
2	1	9
0	0	5
0	0	4
0	0	2
0	0	2
0	1	0
0	1	0
0	1	0
0	2	1
0	4	2
0	4	2
0	4	2
0	4	2
1	0	0
2	1	0
5	1	0
5	1	0
4	0	0
4	0	0
3	0	0
4	0	0
4	0	0
4	0	0
4	0	0
6	0	0
5	0	0
6	0	0
6	0	0
9	1	0
1	1	1
0	0	0
1	1	1
1	1	1
2	2	2
3	3	3
3	3	3
3	3	3
1	1	1
1	1	1
1	1	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
2	2	0
1	1	0
1	1	0
1	1	0
1	1	0
0	0	0
2	2	0
3	3	1
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
2	2	0
2	2	0
2	2	0
2	2	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	2	0
2	2	0
1	2	6
1	2	7
1	2	4
1	3	0
1	4	0
1	4	0
1	2	0
1	1	3
1	0	8
1	0	10
1	0	6
1	1	3
0	2	0
0	2	0
3	1	4
4	0	0
10	1	0
26	14	0
80	61	28
88	61	14
92	62	2
118	81	13
120	80	8
128	84	11
130	84	9
130	82	10
132	84	12
135	87	15
133	85	11
128	80	6
128	90	17
130	88	14
131	85	8
131	82	5
133	81	6
129	79	8
126	79	11
122	77	10
124	79	11
123	79	8
122	76	1
126	80	3
126	84	8
115	78	8
102	73	7
101	76	12
126	83	14
125	80	12
125	80	12
128	81	11
128	81	11
128	80	8
129	79	6
132	82	9
131	82	6
133	84	8
134	85	9
130	82	6
129	81	5
131	84	6
133	87	9
134	88	10
135	83	7
136	83	13
140	87	21
138	87	21
133	84	15
129	88	9
128	91	10
124	91	10
116	82	8
111	74	6
123	82	16
138	93	25
137	87	16
139	87	12
145	93	18
142	88	14
141	89	16
140	88	15
137	87	14
135	86	10
134	86	10
134	87	9
134	87	9
134	85	9
128	79	3
128	78	5
128	78	5
126	78	6
123	76	6
119	75	4
116	74	2
113	71	0
108	67	3
113	72	8
110	69	5
104	63	0
104	63	1
107	66	4
111	67	6
115	71	10
40	85	18
61	99	40
86	113	70
101	117	91
105	116	102
107	112	108
110	111	115
114	114	122
106	106	116
118	116	130
116	113	130
117	119	134
118	127	136
113	133	132
102	134	121
108	147	128
124	132	143
117	126	135
100	109	118
95	106	112
77	87	96
62	72	81
43	53	65
31	40	55
11	20	37
4	12	31
0	4	22
0	2	13
0	1	7
0	2	0
0	5	0
0	4	0
1	0	6
2	1	7
3	2	7
4	2	5
7	3	4
7	3	0
7	2	0
5	0	0
8	4	0
7	5	0
5	6	0
4	6	0
3	5	0
2	6	0
0	7	0
0	6	0
3	2	0
3	2	0
2	1	0
2	1	0
4	3	1
4	3	1
6	2	1
7	3	2
3	0	0
7	3	0
7	3	0
4	0	0
4	0	0
6	1	0
6	1	0
4	0	0
1	1	0
2	2	0
3	3	1
2	2	0
0	0	0
0	0	0
0	0	0
1	1	0
0	0	0
0	1	0
0	1	0
0	1	0
0	1	0
0	2	0
0	2	0
0	2	0
1	1	0
1	1	0
1	1	0
1	1	0
0	0	0
1	1	0
2	4	1
5	7	4
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
2	2	0
2	2	0
1	1	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	1
0	2	1
0	2	1
0	2	1
2	5	0
2	4	1
1	2	6
0	2	9
0	2	9
0	1	6
0	2	1
0	2	0
1	2	0
1	1	0
2	0	5
2	0	8
2	0	10
1	0	6
1	1	1
1	2	0
0	2	1
3	3	1
4	1	0
12	4	0
38	23	2
81	58	24
90	62	14
104	70	9
121	81	12
125	81	8
129	81	7
130	82	8
132	84	10
132	84	10
130	84	9
131	85	10
132	86	11
129	83	8
126	79	7
126	79	7
127	80	10
125	81	10
124	79	11
123	79	8
126	82	9
128	82	5
129	83	6
125	82	4
120	80	8
121	84	16
113	82	18
101	71	9
118	79	10
123	83	14
124	84	14
125	82	13
126	82	11
131	84	14
133	85	13
133	83	10
133	83	10
136	84	9
133	84	8
131	82	6
132	83	7
132	84	8
133	86	8
132	86	8
136	87	11
134	84	11
136	88	14
139	91	17
137	91	13
132	90	8
130	90	5
126	88	5
123	87	9
116	80	6
118	81	11
128	89	20
135	92	23
139	91	19
141	89	14
142	89	13
140	90	5
137	89	5
136	87	8
134	87	9
133	85	11
131	84	12
128	81	11
127	78	11
129	80	13
128	79	12
127	78	11
124	75	9
120	72	6
118	73	8
116	72	9
114	70	7
111	71	9
107	67	5
109	69	7
110	70	8
102	62	0
98	58	0
104	64	3
110	70	9
95	117	96
98	115	99
99	110	104
107	115	118
121	125	134
117	124	134
113	122	131
119	128	135
113	120	130
104	106	119
90	87	104
78	75	92
54	56	69
37	46	51
16	35	31
4	30	17
2	1	9
2	1	9
1	1	9
0	0	5
0	0	7
0	1	7
0	4	10
0	1	7
0	2	6
0	1	5
0	3	6
0	3	4
0	2	1
1	3	0
1	2	0
2	3	0
0	2	0
0	2	0
0	3	0
0	1	0
0	1	0
0	0	0
3	2	0
2	1	0
1	0	0
1	0	0
0	1	0
1	2	0
0	3	0
1	4	0
0	6	0
0	6	0
0	2	1
0	3	2
0	2	1
0	3	2
3	5	4
1	3	2
0	1	0
0	1	0
0	2	1
0	1	0
0	1	0
2	2	2
2	2	2
0	0	0
0	0	0
2	2	2
1	1	0
2	2	0
3	3	1
2	2	0
2	2	0
1	1	0
2	2	0
3	3	1
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	2
3	5	4
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
2	5	0
2	5	0
0	4	0
0	3	6
0	2	9
0	1	10
0	1	6
0	2	0
2	3	0
2	4	0
3	2	0
3	1	2
3	1	6
3	1	6
3	2	0
3	2	0
1	7	3
0	3	0
2	2	0
8	3	0
16	3	0
54	36	12
93	68	28
92	59	5
114	75	8
123	79	6
131	83	9
133	84	8
131	83	9
129	81	7
128	82	7
128	85	7
134	81	5
128	78	5
124	77	7
122	79	11
122	81	15
122	82	13
124	82	10
125	81	6
124	78	0
127	81	3
127	84	6
122	80	6
115	77	6
119	81	16
118	82	20
110	74	12
107	73	2
115	78	8
120	81	12
120	80	10
123	80	11
129	82	12
131	83	11
131	81	10
135	83	10
134	82	9
134	82	7
134	82	7
134	85	9
135	86	10
133	85	9
132	84	8
136	88	12
134	89	8
134	90	1
133	92	0
134	93	3
134	89	6
131	85	7
128	85	6
129	91	10
123	88	7
114	80	6
116	83	14
130	93	25
136	94	22
136	87	8
139	87	1
135	87	2
135	87	5
133	86	8
131	83	9
128	81	11
124	79	12
122	77	10
122	74	8
124	77	9
124	77	9
123	76	8
119	71	5
114	68	6
116	70	11
116	71	14
115	70	15
111	72	13
103	64	5
104	65	6
108	69	10
100	64	6
93	57	0
95	60	2
101	66	8
77	89	105
66	77	95
56	64	85
44	52	75
26	37	55
8	25	33
0	15	16
0	8	2
0	6	0
0	4	5
0	0	7
4	0	11
6	0	12
7	0	14
1	0	7
0	0	5
3	1	2
3	1	2
2	2	4
7	7	9
3	3	3
0	0	0
3	4	0
3	4	0
4	6	0
1	2	0
4	4	0
3	0	0
3	0	0
7	1	5
4	0	5
6	0	9
0	8	0
0	7	0
0	6	0
0	6	0
0	5	2
0	5	5
0	4	7
0	2	6
0	3	10
0	3	12
0	3	12
0	3	12
0	2	11
0	2	11
0	1	10
0	1	10
0	3	5
0	4	6
0	3	5
0	3	5
0	4	3
0	3	2
0	3	2
0	5	5
0	4	4
0	2	2
0	3	3
0	4	4
0	4	4
0	2	2
0	2	2
0	4	4
2	2	0
1	1	0
0	0	0
0	0	0
1	1	0
1	1	0
0	0	0
0	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	3	0
0	3	0
0	4	0
0	4	0
1	3	0
0	2	0
0	2	0
0	2	0
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
0	2	0
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	2	1
0	3	2
0	3	4
1	5	0
1	5	0
0	5	0
0	4	0
0	3	7
0	2	11
0	2	9
1	3	0
2	4	0
2	5	0
3	4	0
3	3	0
5	1	2
3	1	2
3	2	0
3	3	0
0	5	0
0	3	0
2	4	3
4	0	1
9	0	0
32	15	0
70	46	12
96	64	13
104	65	0
123	79	6
135	87	11
134	85	9
130	80	7
127	81	6
124	80	5
124	81	3
137	78	2
130	76	4
124	77	9
120	81	16
121	83	20
121	84	16
123	83	11
128	82	4
126	79	0
130	83	1
125	82	4
119	79	7
119	82	14
119	81	16
119	81	18
123	83	22
104	71	2
109	75	4
117	80	10
122	84	13
126	83	14
128	81	11
130	82	10
133	83	12
133	81	8
132	80	7
133	81	6
135	83	8
138	86	11
136	87	11
134	85	9
131	83	7
130	84	7
133	92	4
133	95	0
131	94	0
133	93	0
133	88	5
130	82	8
129	81	7
127	84	5
125	89	5
117	86	6
110	80	8
117	84	17
125	85	13
131	85	0
136	86	0
131	82	6
132	82	9
130	81	12
127	80	12
123	78	13
121	76	11
120	75	8
119	75	4
115	71	0
118	72	0
119	73	0
115	71	0
112	67	2
113	68	11
116	70	20
115	69	20
108	69	14
103	66	11
98	61	6
99	62	7
101	66	10
93	60	6
90	57	3
95	62	8
0	0	0
